Year,City,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_min_model,WarmSpell3_max,WarmSpell3_max_model
2034,Las Vegas,ssp245,1.7011494252873565,1.2413793103448276,ACCESS-CM2,2.5517241379310347,EC-Earth3
2035,Las Vegas,ssp245,1.7701149425287355,1.3103448275862069,EC-Earth3,2.6206896551724137,ACCESS-CM2
2036,Las Vegas,ssp245,1.471264367816092,1.137931034482759,EC-Earth3,2.103448275862069,CNRM-ESM2-1
2037,Las Vegas,ssp245,2.229885057471264,1.2758620689655171,EC-Earth3,3.1724137931034484,ACCESS-CM2
2038,Las Vegas,ssp245,1.8390804597701151,1.5172413793103448,EC-Earth3,2.206896551724138,ACCESS-CM2
2039,Las Vegas,ssp245,1.620689655172414,1.2758620689655171,CNRM-ESM2-1,1.827586206896552,ACCESS-CM2
2040,Las Vegas,ssp245,2.942528735632184,2.103448275862069,ACCESS-CM2,4.413793103448276,EC-Earth3
2041,Las Vegas,ssp245,1.7241379310344829,1.2413793103448276,EC-Earth3,2.586206896551724,ACCESS-CM2
2042,Las Vegas,ssp245,2.1264367816091956,1.4482758620689655,EC-Earth3,2.655172413793104,ACCESS-CM2
2043,Las Vegas,ssp245,2.2068965517241383,1.3103448275862069,EC-Earth3,2.655172413793104,ACCESS-CM2
2044,Las Vegas,ssp245,1.3793103448275863,1.0,EC-Earth3,1.6896551724137931,ACCESS-CM2
2045,Las Vegas,ssp245,1.4482758620689655,1.0344827586206895,ACCESS-CM2,2.103448275862069,CNRM-ESM2-1
2046,Las Vegas,ssp245,1.3563218390804597,1.2413793103448276,CNRM-ESM2-1,1.5172413793103448,ACCESS-CM2
2047,Las Vegas,ssp245,1.4367816091954027,1.137931034482759,CNRM-ESM2-1,1.827586206896552,EC-Earth3
2048,Las Vegas,ssp245,1.264367816091954,1.1724137931034482,ACCESS-CM2,1.4482758620689655,CNRM-ESM2-1
2049,Las Vegas,ssp245,1.1609195402298849,1.0689655172413792,CNRM-ESM2-1,1.3448275862068966,ACCESS-CM2
2050,Las Vegas,ssp245,1.931034482758621,1.0,EC-Earth3,3.655172413793104,ACCESS-CM2
2051,Las Vegas,ssp245,1.3678160919540232,1.1724137931034482,CNRM-ESM2-1,1.5172413793103448,EC-Earth3
2052,Las Vegas,ssp245,1.6781609195402298,1.4827586206896552,CNRM-ESM2-1,1.793103448275862,ACCESS-CM2
2053,Las Vegas,ssp245,2.1724137931034484,1.6551724137931034,EC-Earth3,2.793103448275862,CNRM-ESM2-1
2054,Las Vegas,ssp245,1.5747126436781607,1.0689655172413792,EC-Earth3,2.4827586206896552,CNRM-ESM2-1
2055,Las Vegas,ssp245,1.1839080459770115,1.0,EC-Earth3,1.3448275862068966,CNRM-ESM2-1
2056,Las Vegas,ssp245,1.264367816091954,1.0,EC-Earth3,1.4137931034482758,CNRM-ESM2-1
2057,Las Vegas,ssp245,1.264367816091954,1.0,CNRM-ESM2-1,1.793103448275862,ACCESS-CM2
2058,Las Vegas,ssp245,1.689655172413793,1.4137931034482758,ACCESS-CM2,2.103448275862069,CNRM-ESM2-1
2059,Las Vegas,ssp245,1.218390804597701,1.0,EC-Earth3,1.3793103448275863,ACCESS-CM2
2060,Las Vegas,ssp245,1.3793103448275863,1.0,EC-Earth3,1.6896551724137931,CNRM-ESM2-1
2061,Las Vegas,ssp245,1.3678160919540232,1.103448275862069,EC-Earth3,1.5517241379310345,ACCESS-CM2
2062,Las Vegas,ssp245,2.3793103448275863,2.0,EC-Earth3,2.7586206896551726,CNRM-ESM2-1
2063,Las Vegas,ssp245,1.2873563218390804,1.137931034482759,EC-Earth3,1.5517241379310345,ACCESS-CM2
2064,Las Vegas,ssp245,1.781609195402299,1.4827586206896552,ACCESS-CM2,2.1724137931034484,CNRM-ESM2-1
2065,Las Vegas,ssp245,1.5172413793103445,1.1724137931034482,ACCESS-CM2,1.6896551724137931,CNRM-ESM2-1
2066,Las Vegas,ssp245,1.1839080459770115,1.137931034482759,EC-Earth3,1.2413793103448276,ACCESS-CM2
2067,Las Vegas,ssp245,1.4482758620689655,1.2413793103448276,EC-Earth3,1.793103448275862,ACCESS-CM2
2068,Las Vegas,ssp245,1.7241379310344829,1.1724137931034482,EC-Earth3,2.206896551724138,ACCESS-CM2
2069,Las Vegas,ssp245,1.5747126436781607,1.1724137931034482,EC-Earth3,2.1379310344827585,CNRM-ESM2-1
2070,Las Vegas,ssp245,2.0689655172413794,1.827586206896552,CNRM-ESM2-1,2.310344827586207,EC-Earth3
2071,Las Vegas,ssp245,1.4942528735632183,1.3103448275862069,ACCESS-CM2,1.6896551724137931,CNRM-ESM2-1
2072,Las Vegas,ssp245,1.1494252873563218,1.0689655172413792,ACCESS-CM2,1.206896551724138,CNRM-ESM2-1
2073,Las Vegas,ssp245,1.0919540229885056,1.0,EC-Earth3,1.1724137931034482,ACCESS-CM2
2074,Las Vegas,ssp245,1.1609195402298853,1.137931034482759,CNRM-ESM2-1,1.1724137931034482,ACCESS-CM2
2075,Las Vegas,ssp245,1.4137931034482758,1.3793103448275863,CNRM-ESM2-1,1.4827586206896552,ACCESS-CM2
2076,Las Vegas,ssp245,1.3333333333333333,1.0689655172413792,EC-Earth3,1.5172413793103448,CNRM-ESM2-1
2077,Las Vegas,ssp245,1.1264367816091954,1.0,ACCESS-CM2,1.3448275862068966,CNRM-ESM2-1
2078,Las Vegas,ssp245,1.4482758620689655,1.0689655172413792,EC-Earth3,2.1724137931034484,ACCESS-CM2
2079,Las Vegas,ssp245,1.1034482758620687,1.0689655172413792,ACCESS-CM2,1.1724137931034482,CNRM-ESM2-1
2080,Las Vegas,ssp245,1.574712643678161,1.0689655172413792,CNRM-ESM2-1,2.4827586206896552,ACCESS-CM2
2081,Las Vegas,ssp245,1.2528735632183905,1.0689655172413792,EC-Earth3,1.4137931034482758,ACCESS-CM2
2082,Las Vegas,ssp245,1.3563218390804597,1.3103448275862069,ACCESS-CM2,1.4137931034482758,CNRM-ESM2-1
2083,Las Vegas,ssp245,1.1724137931034482,1.0344827586206895,ACCESS-CM2,1.4137931034482758,EC-Earth3
2084,Las Vegas,ssp245,1.1724137931034482,1.0689655172413792,EC-Earth3,1.2413793103448276,ACCESS-CM2
2085,Las Vegas,ssp245,1.252873563218391,1.0,EC-Earth3,1.5517241379310345,ACCESS-CM2
2086,Las Vegas,ssp245,1.2643678160919538,1.103448275862069,EC-Earth3,1.5172413793103448,CNRM-ESM2-1
2087,Las Vegas,ssp245,1.3448275862068966,1.0689655172413792,CNRM-ESM2-1,1.5172413793103448,EC-Earth3
2088,Las Vegas,ssp245,1.67816091954023,1.3448275862068966,CNRM-ESM2-1,2.206896551724138,ACCESS-CM2
2089,Las Vegas,ssp245,1.1264367816091954,1.0689655172413792,EC-Earth3,1.1724137931034482,ACCESS-CM2
2090,Las Vegas,ssp245,1.206896551724138,1.0344827586206895,CNRM-ESM2-1,1.4137931034482758,ACCESS-CM2
2091,Las Vegas,ssp245,1.2988505747126438,1.1724137931034482,CNRM-ESM2-1,1.4137931034482758,ACCESS-CM2
2092,Las Vegas,ssp245,1.1954022988505748,1.103448275862069,EC-Earth3,1.3448275862068966,CNRM-ESM2-1
2093,Las Vegas,ssp245,1.1494252873563218,1.0,CNRM-ESM2-1,1.4482758620689655,ACCESS-CM2
2094,Las Vegas,ssp245,1.1149425287356323,1.0,EC-Earth3,1.206896551724138,CNRM-ESM2-1
2095,Las Vegas,ssp245,1.4252873563218393,1.1724137931034482,CNRM-ESM2-1,1.7241379310344829,ACCESS-CM2
2096,Las Vegas,ssp245,1.0459770114942526,1.0,ACCESS-CM2,1.0689655172413792,CNRM-ESM2-1
2097,Las Vegas,ssp245,1.5517241379310345,1.0,EC-Earth3,2.4482758620689653,CNRM-ESM2-1
2098,Las Vegas,ssp245,1.2758620689655171,1.0689655172413792,EC-Earth3,1.4827586206896552,CNRM-ESM2-1
2099,Las Vegas,ssp245,1.6666666666666667,1.2413793103448276,EC-Earth3,2.2413793103448274,ACCESS-CM2
2016,Los Angeles,ssp245,1.144927536231884,0.8695652173913043,ACCESS-CM2,1.6521739130434785,EC-Earth3
2017,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,CNRM-ESM2-1
2018,Los Angeles,ssp245,0.9855072463768115,0.8695652173913043,ACCESS-CM2,1.2173913043478262,CNRM-ESM2-1
2019,Los Angeles,ssp245,0.9710144927536231,0.8695652173913043,CNRM-ESM2-1,1.0869565217391304,ACCESS-CM2
2020,Los Angeles,ssp245,0.8840579710144928,0.8695652173913043,ACCESS-CM2,0.9130434782608696,EC-Earth3
2021,Los Angeles,ssp245,0.9855072463768115,0.8695652173913043,ACCESS-CM2,1.1304347826086956,EC-Earth3
2022,Los Angeles,ssp245,0.9420289855072465,0.9130434782608696,ACCESS-CM2,1.0,CNRM-ESM2-1
2023,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2024,Los Angeles,ssp245,0.9855072463768115,0.9565217391304348,CNRM-ESM2-1,1.0,ACCESS-CM2
2025,Los Angeles,ssp245,1.0,0.8695652173913043,EC-Earth3,1.173913043478261,CNRM-ESM2-1
2026,Los Angeles,ssp245,0.9130434782608696,0.8695652173913043,EC-Earth3,0.9565217391304348,CNRM-ESM2-1
2027,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2028,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,CNRM-ESM2-1,0.9565217391304348,ACCESS-CM2
2029,Los Angeles,ssp245,1.0,0.9130434782608696,ACCESS-CM2,1.173913043478261,EC-Earth3
2030,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2031,Los Angeles,ssp245,0.8840579710144928,0.8695652173913043,ACCESS-CM2,0.9130434782608696,EC-Earth3
2032,Los Angeles,ssp245,0.9565217391304347,0.8695652173913043,ACCESS-CM2,1.0,CNRM-ESM2-1
2033,Los Angeles,ssp245,0.9565217391304349,0.9130434782608696,EC-Earth3,1.0,ACCESS-CM2
2034,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,EC-Earth3
2035,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,CNRM-ESM2-1,1.0,ACCESS-CM2
2036,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,ACCESS-CM2,1.0,CNRM-ESM2-1
2037,Los Angeles,ssp245,0.9855072463768115,0.8695652173913043,EC-Earth3,1.1304347826086956,ACCESS-CM2
2038,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,CNRM-ESM2-1
2039,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2040,Los Angeles,ssp245,0.9420289855072465,0.8695652173913043,ACCESS-CM2,1.0434782608695652,EC-Earth3
2041,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,EC-Earth3,1.0,ACCESS-CM2
2042,Los Angeles,ssp245,1.0289855072463767,0.8695652173913043,EC-Earth3,1.173913043478261,CNRM-ESM2-1
2043,Los Angeles,ssp245,0.9710144927536232,0.8695652173913043,EC-Earth3,1.0434782608695652,ACCESS-CM2
2044,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2045,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2046,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2047,Los Angeles,ssp245,0.8840579710144928,0.8695652173913043,ACCESS-CM2,0.9130434782608696,EC-Earth3
2048,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2049,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2050,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,CNRM-ESM2-1,1.0434782608695652,ACCESS-CM2
2051,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2052,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2053,Los Angeles,ssp245,1.0434782608695652,0.8695652173913043,EC-Earth3,1.2608695652173914,CNRM-ESM2-1
2054,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,CNRM-ESM2-1
2055,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2056,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2057,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2058,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,ACCESS-CM2,0.9565217391304348,CNRM-ESM2-1
2059,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2060,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2061,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2062,Los Angeles,ssp245,1.0434782608695652,0.8695652173913043,ACCESS-CM2,1.2173913043478262,CNRM-ESM2-1
2063,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2064,Los Angeles,ssp245,0.9420289855072465,0.8695652173913043,ACCESS-CM2,1.0,CNRM-ESM2-1
2065,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,ACCESS-CM2,1.0,EC-Earth3
2066,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2067,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2068,Los Angeles,ssp245,0.9130434782608696,0.8695652173913043,EC-Earth3,0.9565217391304348,ACCESS-CM2
2069,Los Angeles,ssp245,0.927536231884058,0.8695652173913043,ACCESS-CM2,1.0,CNRM-ESM2-1
2070,Los Angeles,ssp245,0.9565217391304349,0.9130434782608696,EC-Earth3,1.0,ACCESS-CM2
2071,Los Angeles,ssp245,0.8840579710144928,0.8695652173913043,ACCESS-CM2,0.9130434782608696,EC-Earth3
2072,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2073,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2074,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2075,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,EC-Earth3
2076,Los Angeles,ssp245,0.8840579710144928,0.8695652173913043,ACCESS-CM2,0.9130434782608696,EC-Earth3
2077,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2078,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,CNRM-ESM2-1,0.9565217391304348,ACCESS-CM2
2079,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2080,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2081,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2082,Los Angeles,ssp245,0.9130434782608695,0.8695652173913043,ACCESS-CM2,0.9565217391304348,EC-Earth3
2083,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2084,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2085,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2086,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,ACCESS-CM2,0.9130434782608696,CNRM-ESM2-1
2087,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,EC-Earth3
2088,Los Angeles,ssp245,0.8840579710144927,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2089,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2090,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2091,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,CNRM-ESM2-1,0.9130434782608696,ACCESS-CM2
2092,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2093,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2094,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2095,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2096,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2097,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,ACCESS-CM2,0.9565217391304348,CNRM-ESM2-1
2098,Los Angeles,ssp245,0.8695652173913043,0.8695652173913043,ACCESS-CM2,0.8695652173913043,ACCESS-CM2
2099,Los Angeles,ssp245,0.8985507246376812,0.8695652173913043,EC-Earth3,0.9130434782608696,ACCESS-CM2
2016,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2017,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2018,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2019,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2020,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2021,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2022,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2023,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2024,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2025,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2026,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2027,Mexico City,ssp245,1.0208333333333333,1.0,ACCESS-CM2,1.0625,EC-Earth3
2028,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2029,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2030,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2031,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2032,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2033,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2034,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2035,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2036,Mexico City,ssp245,1.0208333333333333,1.0,ACCESS-CM2,1.0625,EC-Earth3
2037,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2038,Mexico City,ssp245,1.0416666666666667,1.0,ACCESS-CM2,1.125,EC-Earth3
2039,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2040,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2041,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2042,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2043,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2044,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2045,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2046,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2047,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2048,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2049,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2050,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2051,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2052,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2053,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2054,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2055,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2056,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2057,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2058,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2059,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2060,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2061,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2062,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2063,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2064,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2065,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2066,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2067,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2068,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2069,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2070,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2071,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2072,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2073,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2074,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2075,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2076,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2077,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2078,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2079,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2080,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2081,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2082,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2083,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2084,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2085,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2086,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2087,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2088,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2089,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2090,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2091,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2092,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2093,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2094,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2095,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2096,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2097,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2098,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2099,Mexico City,ssp245,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2016,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2017,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2018,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2019,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2020,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2021,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2022,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2023,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2024,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2025,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2026,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2027,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2028,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2029,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
2030,Miami,ssp245,0.6538461538461539,0.6538461538461539,ACCESS-CM2,0.6538461538461539,ACCESS-CM2
