Year,Ecoregion,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
2062,2.4.1,ssp126,0.19662638828845957,0.006704244500564,CNRM-ESM2-1,0.3187966026336374,EC-Earth3,0.5301935087864961,0.0007104263004107,CNRM-ESM2-1,1.4667329690202109,ACCESS-CM2
2063,2.4.1,ssp126,0.5985611554976429,0.0,CNRM-ESM2-1,1.7940478841306895,EC-Earth3,1.1460739718752713,0.0,CNRM-ESM2-1,3.362406227805437,EC-Earth3
2064,2.4.1,ssp126,0.6120051699350731,0.0,CNRM-ESM2-1,1.8256788804126176,ACCESS-CM2,2.456805980818092,0.0,CNRM-ESM2-1,7.048335278175612,ACCESS-CM2
2065,2.4.1,ssp126,0.24768927050202683,0.0,CNRM-ESM2-1,0.598450252849604,EC-Earth3,0.3507210451309612,0.0,CNRM-ESM2-1,0.6861343564723438,EC-Earth3
2066,2.4.1,ssp126,0.8502732418899738,0.0,ACCESS-CM2,2.549397859837257,EC-Earth3,1.0677936136801243,0.0,ACCESS-CM2,3.203380841040373,EC-Earth3
2067,2.4.1,ssp126,1.6475719617760884,0.0,CNRM-ESM2-1,4.82024260509632,ACCESS-CM2,2.7989606332088126,0.0014789867778071,CNRM-ESM2-1,8.193862221457819,ACCESS-CM2
2068,2.4.1,ssp126,3.739106137322224,0.0993352957865042,EC-Earth3,10.584552116544922,ACCESS-CM2,5.287036890726061,1.440114777455715,EC-Earth3,12.212448174397585,ACCESS-CM2
2069,2.4.1,ssp126,1.4688324205803374,0.0883030133756271,EC-Earth3,2.960247226760364,ACCESS-CM2,4.1934019066128725,0.0763803776073859,EC-Earth3,9.113300284283987,ACCESS-CM2
2070,2.4.1,ssp126,1.4899532081895712,0.0080441048965157,EC-Earth3,2.3941542734741943,ACCESS-CM2,5.916081965550798,1.3364880950083593,EC-Earth3,12.499027448209432,ACCESS-CM2
2071,2.4.1,ssp126,0.8762193129468036,0.0,CNRM-ESM2-1,2.4360442059784986,ACCESS-CM2,1.5719310092046728,0.0,CNRM-ESM2-1,4.5805381985993,ACCESS-CM2
2072,2.4.1,ssp126,0.16964874066540356,0.0,CNRM-ESM2-1,0.471494178621202,ACCESS-CM2,0.29814063111156247,0.0,CNRM-ESM2-1,0.7141747214577547,ACCESS-CM2
2073,2.4.1,ssp126,0.8245596170739681,0.0348131202426366,EC-Earth3,2.1332589190939557,ACCESS-CM2,2.7523895183256997,0.5968623466642596,CNRM-ESM2-1,7.05813832038013,ACCESS-CM2
2074,2.4.1,ssp126,0.22698911885499462,0.0,CNRM-ESM2-1,0.6721646968555204,ACCESS-CM2,1.2625201641178392,0.0,CNRM-ESM2-1,3.780486535837568,ACCESS-CM2
2075,2.4.1,ssp126,2.6577971316452222,0.5569298604731624,CNRM-ESM2-1,4.56508703721846,ACCESS-CM2,8.237048474539312,3.184585088797744,CNRM-ESM2-1,16.828834340694954,ACCESS-CM2
2076,2.4.1,ssp126,0.009822222240986193,6.719596772328087e-05,CNRM-ESM2-1,0.0276781255548662,ACCESS-CM2,0.4172039971835437,0.0276969758889433,ACCESS-CM2,1.0518724102276735,EC-Earth3
2077,2.4.1,ssp126,2.5450558859683388,0.001520471987517,EC-Earth3,6.186114143100236,CNRM-ESM2-1,5.474457926995247,0.3797489814607565,EC-Earth3,8.540604976608877,ACCESS-CM2
2078,2.4.1,ssp126,0.43913844212870373,0.0,CNRM-ESM2-1,1.264265463003537,EC-Earth3,1.5916427109709652,0.0,CNRM-ESM2-1,3.493804238059333,EC-Earth3
2079,2.4.1,ssp126,3.036494861949599,0.0,EC-Earth3,9.038873025645454,ACCESS-CM2,7.377271241601485,0.0003876576781744,EC-Earth3,20.093232907985172,ACCESS-CM2
2080,2.4.1,ssp126,0.6168037062734263,0.0,EC-Earth3,1.81935763151752,ACCESS-CM2,6.101995668675159,0.0,EC-Earth3,15.92609723358768,ACCESS-CM2
2081,2.4.1,ssp126,3.789007047670824,0.0,EC-Earth3,6.423313333865757,CNRM-ESM2-1,6.408358999863022,0.0,EC-Earth3,10.246525724509077,ACCESS-CM2
2082,2.4.1,ssp126,1.5494323589742234,0.1088688545076289,CNRM-ESM2-1,4.398696727526552,ACCESS-CM2,2.1047579437376673,0.0143134377219466,EC-Earth3,6.159797686550512,ACCESS-CM2
